gene_id	gene_name	gene_biotype	transcript_id	transcript_name	transcript_biotype	chromosome	start	end	strand	is_ensembl_canonical	tags
ENSG00000288625		protein_coding	ENST00000676205		protein_coding	15	81002142	81002279	+	1	gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000288645		protein_coding	ENST00000676296		protein_coding	15	50648802	50686717	-	1	gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000137878	GCOM1	protein_coding	ENST00000587652	GCOM1-214	protein_coding	15	57592014	57714689	+	1	gencode_basic,gencode_primary,Ensembl_canonical
ENSG00000285117		protein_coding	ENST00000563128		protein_coding	15	43179715	43206481	-	1	cds_start_NF,mRNA_start_NF,gencode_basic,gencode_primary,Ensembl_canonical
ENSG00000278522	POTEB3	protein_coding	ENST00000611217	POTEB3-201	protein_coding	15	21405401	21440499	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000280709	LINC02203	protein_coding	ENST00000628444	LINC02203-204	protein_coding	15	21579912	21653276	+	1	CCDS,gencode_basic,gencode_primary,Ensembl_canonical
ENSG00000182974	OR4M2B	protein_coding	ENST00000332663	OR4M2B-201	protein_coding	15	21637909	21638992	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000279408	OR4N4C	protein_coding	ENST00000623441	OR4N4C-201	protein_coding	15	21651844	21652968	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000185823	NPAP1	protein_coding	ENST00000329468	NPAP1-201	protein_coding	15	24675775	24683393	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000230031	POTEB2	protein_coding	ENST00000454856	POTEB2-202	protein_coding	15	20835372	20866314	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000291307	POLGARF	protein_coding	ENST00000706918	POLGARF-201	protein_coding	15	89330208	89333809	-	1	gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000277322	GOLGA6L6	protein_coding	ENST00000619213	GOLGA6L6-201	protein_coding	15	20531856	20541800	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000273976	GOLGA6L1	protein_coding	ENST00000614055	GOLGA6L1-201	protein_coding	15	23127066	23136822	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000170236	USP50	protein_coding	ENST00000532404	USP50-203	protein_coding	15	50500562	50546666	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000177971	IMP3	protein_coding	ENST00000403490	IMP3-202	protein_coding	15	75639093	75640224	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000090470	PDCD7	protein_coding	ENST00000204549	PDCD7-201	protein_coding	15	65117379	65133808	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000166140	ZFYVE19	protein_coding	ENST00000355341	ZFYVE19-203	protein_coding	15	40807089	40815084	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000213471	TTLL13	protein_coding	ENST00000641754	TTLL13-206	protein_coding	15	90249556	90265477	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000255302	EID1	protein_coding	ENST00000530028	EID1-201	protein_coding	15	48878134	48880173	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000140319	SRP14	protein_coding	ENST00000267884	SRP14-201	protein_coding	15	40035690	40039181	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000223572	CKMT1A	protein_coding	ENST00000413453	CKMT1A-202	protein_coding	15	43693859	43699222	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000103599	IQCH	protein_coding	ENST00000335894	IQCH-201	protein_coding	15	67254786	67501804	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000131871	SELENOS	protein_coding	ENST00000526049	SELENOS-203	protein_coding	15	101272191	101277485	-	1	CCDS,seleno,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000104081	BMF	protein_coding	ENST00000354670	BMF-201	protein_coding	15	40087890	40108879	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000138604	GLCE	protein_coding	ENST00000261858	GLCE-201	protein_coding	15	69160635	69272207	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000242028	HYPK	protein_coding	ENST00000442995	HYPK-202	protein_coding	15	43800599	43804427	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000140525	FANCI	protein_coding	ENST00000310775	FANCI-202	protein_coding	15	89243979	89317131	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000258484	SPESP1	protein_coding	ENST00000310673	SPESP1-201	protein_coding	15	68930525	68946811	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000183475	ASB7	protein_coding	ENST00000332783	ASB7-201	protein_coding	15	100602589	100651701	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000182511	FES	protein_coding	ENST00000328850	FES-201	protein_coding	15	90884504	90895776	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000167004	PDIA3	protein_coding	ENST00000300289	PDIA3-201	protein_coding	15	43746438	43773278	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000103942	HOMER2	protein_coding	ENST00000450735	HOMER2-202	protein_coding	15	82848983	82952720	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000140463	BBS4	protein_coding	ENST00000268057	BBS4-201	protein_coding	15	72686207	72738473	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000140332	TLE3	protein_coding	ENST00000451782	TLE3-203	protein_coding	15	70047790	70097917	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000154227	CERS3	protein_coding	ENST00000679737	CERS3-209	protein_coding	15	100400395	100528950	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000140548	ZNF710	protein_coding	ENST00000268154	ZNF710-201	protein_coding	15	90001324	90082191	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000137824	RMDN3	protein_coding	ENST00000338376	RMDN3-202	protein_coding	15	40735887	40755254	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000177082	WDR73	protein_coding	ENST00000434634	WDR73-202	protein_coding	15	84639285	84654283	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000128923	MINDY2	protein_coding	ENST00000559228	MINDY2-203	protein_coding	15	58771302	58861900	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000173546	CSPG4	protein_coding	ENST00000308508	CSPG4-201	protein_coding	15	75674322	75712848	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000166887	VPS39	protein_coding	ENST00000318006	VPS39-201	protein_coding	15	42158701	42208304	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000092531	SNAP23	protein_coding	ENST00000249647	SNAP23-201	protein_coding	15	42495634	42533058	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000103995	CEP152	protein_coding	ENST00000380950	CEP152-202	protein_coding	15	48737938	48811069	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000140398	NEIL1	protein_coding	ENST00000355059	NEIL1-201	protein_coding	15	75347039	75357115	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000260916	CCPG1	protein_coding	ENST00000442196	CCPG1-203	protein_coding	15	55355239	55408359	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000169684	CHRNA5	protein_coding	ENST00000299565	CHRNA5-201	protein_coding	15	78565520	78595269	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000166073	GPR176	protein_coding	ENST00000561100	GPR176-205	protein_coding	15	39799008	39920266	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000104059	ENTREP2	protein_coding	ENST00000261275	ENTREP2-201	protein_coding	15	29120252	29570979	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000128849	CGNL1	protein_coding	ENST00000281282	CGNL1-201	protein_coding	15	57376505	57550717	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000150667	FSIP1	protein_coding	ENST00000350221	FSIP1-201	protein_coding	15	39600031	39782841	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000184056	VPS33B	protein_coding	ENST00000333371	VPS33B-201	protein_coding	15	90998673	91022594	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000140519	RHCG	protein_coding	ENST00000268122	RHCG-201	protein_coding	15	89471407	89496583	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000140521	POLG	protein_coding	ENST00000268124	POLG-201	protein_coding	15	89316320	89334824	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000174444	RPL4	protein_coding	ENST00000307961	RPL4-201	protein_coding	15	66498015	66504855	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000136381	IREB2	protein_coding	ENST00000258886	IREB2-201	protein_coding	15	78438216	78501453	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000166664	CHRFAM7A	protein_coding	ENST00000299847	CHRFAM7A-201	protein_coding	15	30360566	30393540	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000166947	EPB42	protein_coding	ENST00000441366	EPB42-201	protein_coding	15	43197227	43221018	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000140326	CDAN1	protein_coding	ENST00000356231	CDAN1-201	protein_coding	15	42723544	42737128	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000104140	RHOV	protein_coding	ENST00000220507	RHOV-201	protein_coding	15	40872214	40874234	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000235711	ANKRD34C	protein_coding	ENST00000421388	ANKRD34C-201	protein_coding	15	79282722	79298239	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000069667	RORA	protein_coding	ENST00000335670	RORA-203	protein_coding	15	60488284	61229302	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000186198	SLC51B	protein_coding	ENST00000334287	SLC51B-201	protein_coding	15	65045387	65053397	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000140612	SEC11A	protein_coding	ENST00000268220	SEC11A-201	protein_coding	15	84669544	84716139	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000140382	HMG20A	protein_coding	ENST00000336216	HMG20A-201	protein_coding	15	77420888	77485603	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000140488	CELF6	protein_coding	ENST00000287202	CELF6-201	protein_coding	15	72284727	72320157	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000166145	SPINT1	protein_coding	ENST00000562057	SPINT1-202	protein_coding	15	40844048	40858207	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000214013	GANC	protein_coding	ENST00000318010	GANC-201	protein_coding	15	42273201	42353666	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000137875	BCL2L10	protein_coding	ENST00000260442	BCL2L10-201	protein_coding	15	52109263	52112775	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000140455	USP3	protein_coding	ENST00000380324	USP3-202	protein_coding	15	63504593	63594633	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000182117	NOP10	protein_coding	ENST00000328848	NOP10-201	protein_coding	15	34341719	34343136	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000187720	THSD4	protein_coding	ENST00000261862	THSD4-201	protein_coding	15	71115471	71783383	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000104129	DNAJC17	protein_coding	ENST00000220496	DNAJC17-201	protein_coding	15	40765161	40807473	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000185033	SEMA4B	protein_coding	ENST00000411539	SEMA4B-202	protein_coding	15	90201330	90229660	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000173517	PEAK1	protein_coding	ENST00000682557	PEAK1-213	protein_coding	15	77108158	77420104	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000259494	MRPL46	protein_coding	ENST00000312475	MRPL46-201	protein_coding	15	88459478	88467388	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000156218	ADAMTSL3	protein_coding	ENST00000286744	ADAMTSL3-201	protein_coding	15	83654123	84039842	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000137845	ADAM10	protein_coding	ENST00000260408	ADAM10-201	protein_coding	15	58588809	58749707	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000140265	ZSCAN29	protein_coding	ENST00000684362	ZSCAN29-207	protein_coding	15	43358175	43371043	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000206190	ATP10A	protein_coding	ENST00000555815	ATP10A-206	protein_coding	15	25678712	25863327	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000181991	MRPS11	protein_coding	ENST00000325844	MRPS11-201	protein_coding	15	88467708	88480776	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000047346	ATOSA	protein_coding	ENST00000619572	ATOSA-216	protein_coding	15	52581321	52679388	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000140416	TPM1	protein_coding	ENST00000403994	TPM1-207	protein_coding	15	63042747	63066178	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000256061	DNAAF4	protein_coding	ENST00000321149	DNAAF4-201	protein_coding	15	55430308	55508234	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000185551	NR2F2	protein_coding	ENST00000394166	NR2F2-201	protein_coding	15	96330700	96340258	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000156232	WHAMM	protein_coding	ENST00000286760	WHAMM-201	protein_coding	15	82809628	82836108	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000185043	CIB1	protein_coding	ENST00000328649	CIB1-201	protein_coding	15	90229975	90233941	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000166710	B2M	protein_coding	ENST00000648006	B2M-211	protein_coding	15	44711517	44718145	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000069943	PIGB	protein_coding	ENST00000164305	PIGB-201	protein_coding	15	55319222	55355648	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000214575	CPEB1	protein_coding	ENST00000684509	CPEB1-219	protein_coding	15	82543201	82647363	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000169857	AVEN	protein_coding	ENST00000306730	AVEN-201	protein_coding	15	33866227	34039204	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000166133	RPUSD2	protein_coding	ENST00000315616	RPUSD2-201	protein_coding	15	40569299	40574949	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000064726	BTBD1	protein_coding	ENST00000261721	BTBD1-201	protein_coding	15	83016423	83067252	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000129028	THAP10	protein_coding	ENST00000249861	THAP10-201	protein_coding	15	70881342	70892433	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000185418	TARS3	protein_coding	ENST00000335968	TARS3-201	protein_coding	15	101653596	101724473	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000103978	TMEM87A	protein_coding	ENST00000389834	TMEM87A-202	protein_coding	15	42210447	42273433	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000129007	CALML4	protein_coding	ENST00000467889	CALML4-206	protein_coding	15	68190705	68205332	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000196391	ZNF774	protein_coding	ENST00000354377	ZNF774-201	protein_coding	15	90352284	90362847	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000138623	SEMA7A	protein_coding	ENST00000261918	SEMA7A-201	protein_coding	15	74409289	74433958	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000128917	DLL4	protein_coding	ENST00000249749	DLL4-201	protein_coding	15	40929340	40939073	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000185088	RPS27L	protein_coding	ENST00000330964	RPS27L-201	protein_coding	15	63148249	63157477	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000166797	CIAO2A	protein_coding	ENST00000300030	CIAO2A-201	protein_coding	15	64072565	64093838	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000178997	EXD1	protein_coding	ENST00000458580	EXD1-202	protein_coding	15	41182728	41230757	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000175202	HIGD2B	protein_coding	ENST00000311755	HIGD2B-201	protein_coding	15	72675798	72686182	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000174197	MGA	protein_coding	ENST00000703841	MGA-214	protein_coding	15	41660405	41769940	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000169371	SNUPN	protein_coding	ENST00000308588	SNUPN-201	protein_coding	15	75598086	75625725	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000185518	SV2B	protein_coding	ENST00000394232	SV2B-202	protein_coding	15	91100257	91302565	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000169752	NRG4	protein_coding	ENST00000394907	NRG4-201	protein_coding	15	75940936	76012424	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000140350	ANP32A	protein_coding	ENST00000465139	ANP32A-203	protein_coding	15	68778535	68820895	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000140391	TSPAN3	protein_coding	ENST00000267970	TSPAN3-201	protein_coding	15	77041404	77071109	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000103740	ACSBG1	protein_coding	ENST00000258873	ACSBG1-201	protein_coding	15	78167468	78234565	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000166963	MAP1A	protein_coding	ENST00000300231	MAP1A-201	protein_coding	15	43517608	43531611	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000185442	FAM174B	protein_coding	ENST00000327355	FAM174B-201	protein_coding	15	92617448	92655775	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000140575	IQGAP1	protein_coding	ENST00000268182	IQGAP1-201	protein_coding	15	90388242	90502239	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000169856	ONECUT1	protein_coding	ENST00000305901	ONECUT1-201	protein_coding	15	52755053	52790336	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000058335	RASGRF1	protein_coding	ENST00000558480	RASGRF1-203	protein_coding	15	78959906	79090780	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000167202	TBC1D2B	protein_coding	ENST00000300584	TBC1D2B-201	protein_coding	15	77994985	78077711	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000140526	ABHD2	protein_coding	ENST00000352732	ABHD2-201	protein_coding	15	89088456	89202355	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000166922	SCG5	protein_coding	ENST00000300175	SCG5-201	protein_coding	15	32641710	32697092	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000137764	MAP2K5	protein_coding	ENST00000178640	MAP2K5-201	protein_coding	15	67542703	67807114	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000140553	UNC45A	protein_coding	ENST00000418476	UNC45A-201	protein_coding	15	90935285	90954093	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000137857	DUOX1	protein_coding	ENST00000389037	DUOX1-202	protein_coding	15	45129994	45165574	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000168904	LRRC28	protein_coding	ENST00000301981	LRRC28-201	protein_coding	15	99251481	99390729	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000092529	CAPN3	protein_coding	ENST00000397163	CAPN3-205	protein_coding	15	42359501	42412317	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000167014	TERB2	protein_coding	ENST00000340827	TERB2-201	protein_coding	15	44956687	44979229	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000233932	CTXN2	protein_coding	ENST00000417307	CTXN2-201	protein_coding	15	48191665	48203758	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000186297	GABRA5	protein_coding	ENST00000335625	GABRA5-201	protein_coding	15	26867062	26949208	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000073417	PDE8A	protein_coding	ENST00000394553	PDE8A-203	protein_coding	15	84981856	85139142	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000166128	RAB8B	protein_coding	ENST00000321437	RAB8B-201	protein_coding	15	63189606	63267776	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000237289	CKMT1B	protein_coding	ENST00000441322	CKMT1B-207	protein_coding	15	43594027	43599406	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000184508	HDDC3	protein_coding	ENST00000394272	HDDC3-202	protein_coding	15	90929968	90932549	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000184254	ALDH1A3	protein_coding	ENST00000329841	ALDH1A3-201	protein_coding	15	100879831	100916626	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000140522	RLBP1	protein_coding	ENST00000268125	RLBP1-201	protein_coding	15	89209869	89221579	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000188659	SAXO2	protein_coding	ENST00000682753	SAXO2-209	protein_coding	15	82262818	82284927	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000183578	TNFAIP8L3	protein_coding	ENST00000637513	TNFAIP8L3-202	protein_coding	15	51056601	51094906	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000137834	SMAD6	protein_coding	ENST00000288840	SMAD6-201	protein_coding	15	66702236	66782849	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000138615	CILP	protein_coding	ENST00000261883	CILP-201	protein_coding	15	65194760	65211473	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000136379	ABHD17C	protein_coding	ENST00000258884	ABHD17C-201	protein_coding	15	80695310	80755621	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000241839	PLEKHO2	protein_coding	ENST00000323544	PLEKHO2-201	protein_coding	15	64841915	64868002	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000140506	LMAN1L	protein_coding	ENST00000309664	LMAN1L-201	protein_coding	15	74812835	74825754	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000197978	GOLGA6L9	protein_coding	ENST00000618348	GOLGA6L9-202	protein_coding	15	82429816	82439153	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000198826	ARHGAP11A	protein_coding	ENST00000361627	ARHGAP11A-201	protein_coding	15	32615504	32639941	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000171914	TLN2	protein_coding	ENST00000636159	TLN2-211	protein_coding	15	62390550	62844631	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000186628	FSD2	protein_coding	ENST00000334574	FSD2-201	protein_coding	15	82755362	82806069	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000156958	GALK2	protein_coding	ENST00000560031	GALK2-216	protein_coding	15	49170247	49331882	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000166716	ZNF592	protein_coding	ENST00000560079	ZNF592-203	protein_coding	15	84748592	84806445	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000137812	KNL1	protein_coding	ENST00000399668	KNL1-202	protein_coding	15	40594249	40664342	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000183571	PGPEP1L	protein_coding	ENST00000535714	PGPEP1L-202	protein_coding	15	98968229	99007792	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000181026	AEN	protein_coding	ENST00000332810	AEN-201	protein_coding	15	88621340	88632281	+	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000172345	STARD5	protein_coding	ENST00000302824	STARD5-201	protein_coding	15	81309053	81324141	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
ENSG00000104177	MYEF2	protein_coding	ENST00000324324	MYEF2-202	protein_coding	15	48134632	48178295	-	1	CCDS,gencode_basic,gencode_primary,MANE_Select,Ensembl_canonical
